Base Currency,Currency,Exchange Rate
MAD,BDT,13.41302
MAD,BGN,0.182797
MAD,BHD,0.041262
MAD,BIF,324.467262
MAD,BMD,0.10974
MAD,BND,0.141068
MAD,BOB,0.759788
MAD,BRL,0.601231
MAD,BSD,0.10974
MAD,BTN,9.860618
MAD,BWP,1.468152
MAD,BYN,0.321772
MAD,BZD,0.21948
MAD,CAD,0.150364
MAD,CDF,248.070561
MAD,CHF,0.087033
MAD,CLF,0.002512
MAD,CLP,99.301568
MAD,CNH,0.76672
MAD,CNY,0.768067
MAD,COP,413.163447
MAD,CRC,54.456985
MAD,CUP,2.633755
MAD,CVE,10.305662
MAD,CZK,2.261157
MAD,DJF,19.503064
MAD,DKK,0.697267
MAD,DOP,6.914372
MAD,DZD,14.200186
MAD,EGP,5.226174
MAD,ERN,1.646097
MAD,ETB,17.006887
MAD,EUR,0.093463
MAD,FJD,0.24919
MAD,FKP,0.081552
MAD,FOK,0.697267
MAD,GBP,0.081552
MAD,GEL,0.295484
MAD,GGP,0.081552
MAD,GHS,1.148772
MAD,GIP,0.081552
MAD,GMD,8.051058
MAD,GNF,958.126475
MAD,GTQ,0.840921
MAD,GYD,22.928403
MAD,HKD,0.853962
MAD,HNL,2.891612
MAD,HRK,0.704195
MAD,HTG,14.361584
MAD,HUF,35.963577
MAD,IDR,1844.822733
MAD,ILS,0.34966
MAD,IMP,0.081552
MAD,INR,9.86062
MAD,IQD,143.617145
MAD,IRR,4663.287004
MAD,ISK,13.758051
MAD,JEP,0.081552
MAD,JMD,17.457958
MAD,JOD,0.077806
MAD,JPY,17.197007
MAD,KES,14.139202
MAD,KGS,9.588273
MAD,KHR,439.570168
MAD,KID,0.16434
MAD,KMF,45.980622
MAD,KRW,158.400348
MAD,KWD,0.033709
MAD,KYD,0.09145
MAD,KZT,55.502263
MAD,LAK,2375.199473
MAD,LBP,9821.710752
MAD,LKR,33.962241
MAD,LRD,19.525741
MAD,LSL,1.817019
MAD,LYD,0.592618
MAD,MDL,1.839447
MAD,MGA,501.599855
MAD,MKD,5.752032
MAD,MMK,230.337507
MAD,MNT,389.774562
MAD,MOP,0.879581
MAD,MRU,4.366448
MAD,MUR,5.061648
MAD,MVR,1.694697
MAD,MWK,190.115825
MAD,MXN,1.974658
MAD,MYR,0.445463
MAD,MZN,7.005857
MAD,NAD,1.817019
MAD,NGN,158.578658
MAD,NIO,4.032542
MAD,NOK,1.105742
MAD,NPR,15.776989
MAD,NZD,0.190465
MAD,OMR,0.042195
MAD,PAB,0.10974
MAD,PEN,0.368805
MAD,PGK,0.467074
MAD,PHP,6.467219
MAD,PKR,30.821865
MAD,PLN,0.39458
MAD,PYG,727.767525
MAD,QAR,0.399453
MAD,RON,0.476233
MAD,RSD,10.96512
MAD,RUB,8.746959
MAD,RWF,159.564831
MAD,SAR,0.411524
MAD,SBD,0.893624
MAD,SCR,1.578271
MAD,SDG,59.636273
MAD,SEK,1.011335
MAD,SGD,0.141068
MAD,SHP,0.081552
MAD,SLE,2.634423
MAD,SLL,2634.422948
MAD,SOS,62.540815
MAD,SRD,4.17237
MAD,SSP,497.982346
MAD,STN,2.289836
MAD,SYP,1208.611763
MAD,SZL,1.817019
MAD,THB,3.462376
MAD,TJS,1.008942
MAD,TMT,0.383547
MAD,TND,0.316901
MAD,TOP,0.263549
MAD,TRY,4.719767
MAD,TTD,0.744384
MAD,TVD,0.16434
MAD,TWD,3.441724
MAD,TZS,269.549787
MAD,UAH,4.643666
MAD,UGX,397.386751
MAD,USD,0.109709
MAD,UYU,4.295535
MAD,UZS,1325.152322
MAD,VES,33.06323
MAD,VND,2862.583414
MAD,VUV,13.165603
MAD,WST,0.303601
MAD,XAF,61.307496
MAD,XCD,0.296297
MAD,XCG,0.196434
MAD,XDR,0.079613
MAD,XOF,61.307496
MAD,XPF,11.153088
MAD,YER,26.133263
MAD,ZAR,1.817021
MAD,ZMW,2.428592
MAD,ZWG,2.851116
MAD,ZWL,2.850328
MDL,MDL,1
MDL,AED,0.218957
MDL,AFN,3.922424
MDL,ALL,4.915504
MDL,AMD,22.719322
MDL,ANG,0.106721
MDL,AOA,54.836976
MDL,ARS,86.584063
MDL,AUD,0.089218
MDL,AWG,0.106721
MDL,AZN,0.101236
MDL,BAM,0.099342
MDL,BBD,0.119241
MDL,BDT,7.29198
MDL,BGN,0.099342
MDL,BHD,0.022417
MDL,BIF,176.579687
MDL,BMD,0.059621
MDL,BND,0.076668
MDL,BOB,0.413058
MDL,BRL,0.326666
MDL,BSD,0.059621
MDL,BTN,5.360093
MDL,BWP,0.798231
MDL,BYN,0.17401
MDL,BZD,0.119241
MDL,CAD,0.081699
MDL,CDF,136.048423
MDL,CHF,0.047291
MDL,CLF,0.001368
MDL,CLP,54.059893
MDL,CNH,0.417229
MDL,CNY,0.417404
MDL,COP,224.6163
MDL,CRC,29.605505
MDL,CUP,1.430895
MDL,CVE,5.600637
MDL,CZK,1.230401
MDL,DJF,10.595838
MDL,DKK,0.378931
MDL,DOP,3.758992
MDL,DZD,7.71993
MDL,EGP,2.838542
MDL,ERN,0.894309
MDL,ETB,9.264666
MDL,EUR,0.050793
MDL,FJD,0.135472
MDL,FKP,0.044333
MDL,FOK,0.378932
MDL,GBP,0.044334
MDL,GEL,0.160598
MDL,GGP,0.044333
MDL,GHS,0.625169
MDL,GIP,0.044333
MDL,GMD,4.381486
MDL,GNF,521.420145
MDL,GTQ,0.457166
MDL,GYD,12.477894
MDL,HKD,0.464225
MDL,HNL,1.572023
MDL,HRK,0.382696
MDL,HTG,7.815712
MDL,HUF,19.570682
MDL,IDR,1004.364179
MDL,ILS,0.189767
MDL,IMP,0.044333
MDL,INR,5.360185
MDL,IQD,78.158158
MDL,IRR,2523.949066
MDL,ISK,7.475121
MDL,JEP,0.044333
MDL,JMD,9.490982
MDL,JOD,0.042271
MDL,JPY,9.342596
MDL,KES,7.68788
MDL,KGS,5.209293
MDL,KHR,239.220623
MDL,KID,0.089217
MDL,KMF,24.988279
MDL,KRW,86.119987
MDL,KWD,0.018308
MDL,KYD,0.049684
MDL,KZT,30.131326
MDL,LAK,1291.293776
MDL,LBP,5336.046557
MDL,LKR,18.463557
MDL,LRD,10.615156
MDL,LSL,0.988676
MDL,LYD,0.32251
MDL,MAD,0.543649
MDL,MGA,272.972735
MDL,MKD,3.119993
MDL,MMK,125.223486
MDL,MNT,212.118744
MDL,MOP,0.478144
MDL,MRU,2.376271
MDL,MUR,2.751746
MDL,MVR,0.921322
MDL,MWK,103.463317
MDL,MXN,1.074762
MDL,MYR,0.242513
MDL,MZN,3.812543
MDL,NAD,0.988676
MDL,NGN,86.27226
MDL,NIO,2.192292
MDL,NOK,0.600577
MDL,NPR,8.576148
MDL,NZD,0.103405
MDL,OMR,0.022924
MDL,PAB,0.059621
MDL,PEN,0.200501
MDL,PGK,0.253924
MDL,PHP,3.521951
MDL,PKR,16.756295
MDL,PLN,0.214409
MDL,PYG,395.651793
MDL,QAR,0.217019
MDL,RON,0.258926
MDL,RSD,5.954701
MDL,RUB,4.772393
MDL,RWF,86.836687
MDL,SAR,0.223577
MDL,SBD,0.485817
MDL,SCR,0.858083
MDL,SDG,32.435654
MDL,SEK,0.549247
MDL,SGD,0.076669
MDL,SHP,0.044333
MDL,SLE,1.428953
MDL,SLL,1428.952635
MDL,SOS,34.035467
MDL,SRD,2.27065
MDL,SSP,270.113493
MDL,STN,1.244417
MDL,SYP,657.048016
MDL,SZL,0.988676
MDL,THB,1.889576
MDL,TJS,0.548366
MDL,TMT,0.207986
MDL,TND,0.172167
MDL,TOP,0.143006
MDL,TRY,2.562351
MDL,TTD,0.403914
MDL,TVD,0.089217
MDL,TWD,1.871089
MDL,TZS,146.962197
MDL,UAH,2.524587
MDL,UGX,216.264355
MDL,USD,0.059621
MDL,UYU,2.335264
MDL,UZS,719.080238
MDL,VES,17.968148
MDL,VND,1556.167352
MDL,VUV,7.143869
MDL,WST,0.16505
MDL,XAF,33.317706
MDL,XCD,0.160976
MDL,XCG,0.106721
MDL,XDR,0.043266
MDL,XOF,33.317706
MDL,XPF,6.061172
MDL,YER,14.207343
MDL,ZAR,0.988696
MDL,ZMW,1.32168
MDL,ZWG,1.548986
MDL,ZWL,1.549005
MGA,MGA,1
MGA,AED,0.000804
MGA,AFN,0.014435
MGA,ALL,0.018012
MGA,AMD,0.083324
MGA,ANG,0.000392
MGA,AOA,0.200887
MGA,ARS,0.317812
MGA,AUD,0.000328
MGA,AWG,0.000392
MGA,AZN,0.000371
MGA,BAM,0.000368
MGA,BBD,0.000438
MGA,BDT,0.026723
MGA,BGN,0.000368
MGA,BHD,8.2e-05
MGA,BIF,0.646871
MGA,BMD,0.000219
MGA,BND,0.000282
MGA,BOB,0.001513
MGA,BRL,0.001202
MGA,BSD,0.000219
MGA,BTN,0.019717
MGA,BWP,0.002942
MGA,BYN,0.00064
MGA,BZD,0.000438
MGA,CAD,0.0003
MGA,CDF,0.498393
MGA,CHF,0.000174
MGA,CLF,5e-06
MGA,CLP,0.19764
MGA,CNH,0.001533
MGA,CNY,0.001532
MGA,COP,0.823996
MGA,CRC,0.108522
MGA,CUP,0.005252
MGA,CVE,0.020725
MGA,CZK,0.00453
MGA,DJF,0.038893
MGA,DKK,0.001402
MGA,DOP,0.013773
MGA,DZD,0.028312
MGA,EGP,0.010422
MGA,ERN,0.003283
MGA,ETB,0.03394
MGA,EUR,0.000188
MGA,FJD,0.000497
MGA,FKP,0.000163
MGA,FOK,0.001402
MGA,GBP,0.000163
MGA,GEL,0.000589
MGA,GGP,0.000163
MGA,GHS,0.00229
MGA,GIP,0.000163
MGA,GMD,0.016051
MGA,GNF,1.910148
MGA,GTQ,0.001676
MGA,GYD,0.045711
MGA,HKD,0.001708
MGA,HNL,0.00576
MGA,HRK,0.001416
MGA,HTG,0.028632
MGA,HUF,0.072198
MGA,IDR,3.722222
MGA,ILS,0.000697
MGA,IMP,0.000163
MGA,INR,0.019717
MGA,IQD,0.28632
MGA,IRR,9.297274
MGA,ISK,0.027504
MGA,JEP,0.000163
MGA,JMD,0.034711
MGA,JOD,0.000155
MGA,JPY,0.034315
MGA,KES,0.028194
MGA,KGS,0.019115
MGA,KHR,0.876345
MGA,KID,0.000328
MGA,KMF,0.092467
MGA,KRW,0.316038
MGA,KWD,6.7e-05
MGA,KYD,0.000182
MGA,KZT,0.110243
MGA,LAK,4.735486
MGA,LBP,19.586288
MGA,LKR,0.067666
MGA,LRD,0.038838
MGA,LSL,0.003641
MGA,LYD,0.001181
MGA,MAD,0.001994
MGA,MDL,0.003663
MGA,MKD,0.011449
MGA,MMK,0.459343
MGA,MNT,0.777066
MGA,MOP,0.001759
MGA,MRU,0.008705
MGA,MUR,0.010084
MGA,MVR,0.003378
MGA,MWK,0.379022
MGA,MXN,0.00395
MGA,MYR,0.00089
MGA,MZN,0.013967
MGA,NAD,0.003641
MGA,NGN,0.316186
MGA,NIO,0.00804
MGA,NOK,0.002206
MGA,NPR,0.031548
MGA,NZD,0.00038
MGA,OMR,8.4e-05
MGA,PAB,0.000219
MGA,PEN,0.000735
MGA,PGK,0.00093
MGA,PHP,0.012917
MGA,PKR,0.061511
MGA,PLN,0.000787
MGA,PYG,1.440762
MGA,QAR,0.000797
MGA,RON,0.000953
MGA,RSD,0.021864
MGA,RUB,0.017444
MGA,RWF,0.318113
MGA,SAR,0.000821
MGA,SBD,0.001783
MGA,SCR,0.003164
MGA,SDG,0.118858
MGA,SEK,0.00202
MGA,SGD,0.000282
MGA,SHP,0.000163
MGA,SLE,0.005243
MGA,SLL,5.243496
MGA,SOS,0.124684
MGA,SRD,0.008318
MGA,SSP,0.991173
MGA,STN,0.004605
MGA,SYP,2.404401
MGA,SZL,0.003641
MGA,THB,0.006914
MGA,TJS,0.002008
MGA,TMT,0.000763
MGA,TND,0.000631
MGA,TOP,0.000523
MGA,TRY,0.009425
MGA,TTD,0.001481
MGA,TVD,0.000328
MGA,TWD,0.00686
MGA,TZS,0.538374
MGA,UAH,0.009287
MGA,UGX,0.792247
MGA,USD,0.000219
MGA,UYU,0.008554
MGA,UZS,2.641914
MGA,VES,0.065953
MGA,VND,5.679161
MGA,VUV,0.026036
MGA,WST,0.000604
MGA,XAF,0.123289
MGA,XCD,0.000591
MGA,XCG,0.000392
MGA,XDR,0.000159
MGA,XOF,0.123289
MGA,XPF,0.022429
MGA,YER,0.052087
MGA,ZAR,0.003641
MGA,ZMW,0.004842
MGA,ZWG,0.005686
MGA,ZWL,0.005686
MKD,MKD,1
MKD,AED,0.070145
MKD,AFN,1.257929
MKD,ALL,1.569952
MKD,AMD,7.2619
MKD,ANG,0.034189
MKD,AOA,17.500382
MKD,ARS,27.738005
MKD,AUD,0.028527
MKD,AWG,0.034189
MKD,AZN,0.03237
MKD,BAM,0.031805
MKD,BBD,0.0382
MKD,BDT,2.328675
MKD,BGN,0.031805
MKD,BHD,0.007182
MKD,BIF,56.319934
MKD,BMD,0.0191
MKD,BND,0.024553
MKD,BOB,0.131875
MKD,BRL,0.104628
MKD,BSD,0.0191
MKD,BTN,1.71787
MKD,BWP,0.250471
MKD,BYN,0.055934
MKD,BZD,0.0382
MKD,CAD,0.026187
MKD,CDF,43.451899
MKD,CHF,0.015112
MKD,CLF,0.000436
MKD,CLP,17.250934
MKD,CNH,0.13339
MKD,CNY,0.133718
MKD,COP,71.813808
MKD,CRC,9.457777
MKD,CUP,0.4584
MKD,CVE,1.793073
MKD,CZK,0.393591
MKD,DJF,3.394475
MKD,DKK,0.121317
MKD,DOP,1.200245
MKD,DZD,2.467172
MKD,EGP,0.908122
MKD,ERN,0.2865
MKD,ETB,2.959224
MKD,EUR,0.016261
MKD,FJD,0.043304
MKD,FKP,0.014167
MKD,FOK,0.121317
MKD,GBP,0.014167
MKD,GEL,0.051357
MKD,GGP,0.014167
MKD,GHS,0.199924
MKD,GIP,0.014167
MKD,GMD,1.398248
MKD,GNF,166.635922
MKD,GTQ,0.146041
MKD,GYD,3.983637
MKD,HKD,0.14865
MKD,HNL,0.501857
MKD,HRK,0.122522
MKD,HTG,2.496509
MKD,HUF,6.260308
MKD,IDR,319.038308
MKD,ILS,0.060811
MKD,IMP,0.014167
MKD,INR,1.717877
MKD,IQD,24.946948
MKD,IRR,798.302326
MKD,ISK,2.39417
MKD,JEP,0.014167
MKD,JMD,3.024405
MKD,JOD,0.013542
MKD,JPY,2.983294
MKD,KES,2.458162
MKD,KGS,1.666359
MKD,KHR,76.282222
MKD,KID,0.028527
MKD,KMF,8.000126
MKD,KRW,27.558693
MKD,KWD,0.005864
MKD,KYD,0.015917
MKD,KZT,9.631594
MKD,LAK,411.101796
MKD,LBP,1709.451835
MKD,LKR,5.896084
MKD,LRD,3.38197
MKD,LSL,0.316445
MKD,LYD,0.10296
MKD,MAD,0.173852
MKD,MDL,0.320514
MKD,MGA,87.346056
MKD,MMK,39.984857
MKD,MNT,67.772952
MKD,MOP,0.153114
MKD,MRU,0.758608
MKD,MUR,0.880179
MKD,MVR,0.2944
MKD,MWK,33.022607
MKD,MXN,0.343733
MKD,MYR,0.077487
MKD,MZN,1.21727
MKD,NAD,0.316445
MKD,NGN,27.549759
MKD,NIO,0.700551
MKD,NOK,0.192308
MKD,NPR,2.748592
MKD,NZD,0.033169
MKD,OMR,0.007344
MKD,PAB,0.0191
MKD,PEN,0.064043
MKD,PGK,0.081113
MKD,PHP,1.126347
MKD,PKR,5.363594
MKD,PLN,0.068654
MKD,PYG,125.052823
MKD,QAR,0.069524
MKD,RON,0.08288
MKD,RSD,1.907056
MKD,RUB,1.535884
MKD,RWF,27.73899
MKD,SAR,0.071625
MKD,SBD,0.155607
MKD,SCR,0.271145
MKD,SDG,11.425196
MKD,SEK,0.175917
MKD,SGD,0.024553
MKD,SHP,0.014167
MKD,SLE,0.457999
MKD,SLL,457.998666
MKD,SOS,10.862975
MKD,SRD,0.724963
MKD,SSP,86.575032
MKD,STN,0.398406
MKD,SYP,210.595092
MKD,SZL,0.316445
MKD,THB,0.602993
MKD,TJS,0.175406
MKD,TMT,0.06668
MKD,TND,0.055016
MKD,TOP,0.045724
MKD,TRY,0.820614
MKD,TTD,0.129316
MKD,TVD,0.028527
MKD,TWD,0.598031
MKD,TZS,46.926863
MKD,UAH,0.808387
MKD,UGX,68.929719
MKD,USD,0.0191
MKD,UYU,0.745429
MKD,UZS,228.846667
MKD,VES,5.756194
MKD,VND,500.86817
MKD,VUV,2.27414
MKD,WST,0.05279
MKD,XAF,10.666835
MKD,XCD,0.05157
MKD,XCG,0.034189
MKD,XDR,0.01386
MKD,XOF,10.666835
MKD,XPF,1.940515
MKD,YER,4.538807
MKD,ZAR,0.316445
MKD,ZMW,0.42119
MKD,ZWG,0.496232
MKD,ZWL,0.496232
MMK,MMK,1
MMK,AED,0.00175
MMK,AFN,0.031323
MMK,ALL,0.039254
MMK,AMD,0.1814
MMK,ANG,0.000853
MMK,AOA,0.437336
MMK,ARS,0.692184
MMK,AUD,0.000712
MMK,AWG,0.000853
MMK,AZN,0.000809
MMK,BAM,0.000793
MMK,BBD,0.000953
MMK,BDT,0.058232
MMK,BGN,0.000793
MMK,BHD,0.000179
MMK,BIF,1.408252
MMK,BMD,0.000477
MMK,BND,0.000612
MMK,BOB,0.003299
MMK,BRL,0.002608
MMK,BSD,0.000477
MMK,BTN,0.042786
MMK,BWP,0.006374
MMK,BYN,0.001398
MMK,BZD,0.000953
MMK,CAD,0.000652
MMK,CDF,1.085022
MMK,CHF,0.000377
MMK,CLF,1.1e-05
MMK,CLP,0.430722
MMK,CNH,0.003332
MMK,CNY,0.003337
MMK,COP,1.793735
MMK,CRC,0.236423
MMK,CUP,0.011439
MMK,CVE,0.044697
MMK,CZK,0.009825
MMK,DJF,0.084707
MMK,DKK,0.003024
MMK,DOP,0.030019
MMK,DZD,0.06165
MMK,EGP,0.022689
MMK,ERN,0.007149
MMK,ETB,0.073888
MMK,EUR,0.000405
MMK,FJD,0.001082
MMK,FKP,0.000354
MMK,FOK,0.003024
MMK,GBP,0.000354
MMK,GEL,0.001282
MMK,GGP,0.000354
MMK,GHS,0.004986
MMK,GIP,0.000354
MMK,GMD,0.034943
MMK,GNF,4.158484
MMK,GTQ,0.003651
MMK,GYD,0.099514
MMK,HKD,0.003706
MMK,HNL,0.012554
MMK,HRK,0.003054
MMK,HTG,0.062332
MMK,HUF,0.156288
MMK,IDR,8.001792
MMK,ILS,0.001521
MMK,IMP,0.000354
MMK,INR,0.042786
MMK,IQD,0.623328
MMK,IRR,20.238732
MMK,ISK,0.059658
MMK,JEP,0.000354
MMK,JMD,0.075793
MMK,JOD,0.000338
MMK,JPY,0.074576
MMK,KES,0.061394
MMK,KGS,0.041615
MMK,KHR,1.90782
MMK,KID,0.000712
MMK,KMF,0.199425
MMK,KRW,0.687061
MMK,KWD,0.000146
MMK,KYD,0.000397
MMK,KZT,0.24059
MMK,LAK,10.311772
MMK,LBP,42.658256
MMK,LKR,0.147446
MMK,LRD,0.08477
MMK,LSL,0.007887
MMK,LYD,0.002572
MMK,MAD,0.004341
MMK,MDL,0.007986
MMK,MGA,2.177065
MMK,MKD,0.025009
MMK,MNT,1.691708
MMK,MOP,0.003817
MMK,MRU,0.018951
MMK,MUR,0.021975
MMK,MVR,0.007357
MMK,MWK,0.825142
MMK,MXN,0.008563
MMK,MYR,0.001932
MMK,MZN,0.030406
MMK,NAD,0.007887
MMK,NGN,0.688951
MMK,NIO,0.017507
MMK,NOK,0.004795
MMK,NPR,0.068457
MMK,NZD,0.000825
MMK,OMR,0.000183
MMK,PAB,0.000477
MMK,PEN,0.001601
MMK,PGK,0.002028
MMK,PHP,0.028061
MMK,PKR,0.133812
MMK,PLN,0.001714
MMK,PYG,3.159564
MMK,QAR,0.001735
MMK,RON,0.002066
MMK,RSD,0.047597
MMK,RUB,0.037975
MMK,RWF,0.692546
MMK,SAR,0.001787
MMK,SBD,0.00388
MMK,SCR,0.006852
MMK,SDG,0.258916
MMK,SEK,0.004384
MMK,SGD,0.000612
MMK,SHP,0.000354
MMK,SLE,0.011454
MMK,SLL,11.454303
MMK,SOS,0.27144
MMK,SRD,0.018109
MMK,SSP,2.165195
MMK,STN,0.009931
MMK,SYP,5.247199
MMK,SZL,0.007887
MMK,THB,0.015055
MMK,TJS,0.004387
MMK,TMT,0.001668
MMK,TND,0.001375
MMK,TOP,0.001145
MMK,TRY,0.02046
MMK,TTD,0.003235
MMK,TVD,0.000712
MMK,TWD,0.014942
MMK,TZS,1.17206
MMK,UAH,0.020142
MMK,UGX,1.724734
MMK,USD,0.000477
MMK,UYU,0.018649
MMK,UZS,5.751334
MMK,VES,0.143643
MMK,VND,12.428107
MMK,VUV,0.057212
MMK,WST,0.001318
MMK,XAF,0.2659
MMK,XCD,0.001287
MMK,XCG,0.000853
MMK,XDR,0.000346
MMK,XOF,0.2659
MMK,XPF,0.048373
MMK,YER,0.113457
MMK,ZAR,0.007887
MMK,ZMW,0.010541
MMK,ZWG,0.012383
MMK,ZWL,0.012383
MNT,MNT,1
MNT,AED,0.001038
MNT,AFN,0.018576
MNT,ALL,0.02318
MNT,AMD,0.107229
MNT,ANG,0.000506
MNT,AOA,0.258519
MNT,ARS,0.410347
MNT,AUD,0.000424
MNT,AWG,0.000506
MNT,AZN,0.000478
MNT,BAM,0.000471
MNT,BBD,0.000565
MNT,BDT,0.034535
MNT,BGN,0.000471
MNT,BHD,0.000106
MNT,BIF,0.832449
MNT,BMD,0.000283
MNT,BND,0.000364
MNT,BOB,0.001947
MNT,BRL,0.001549
MNT,BSD,0.000283
MNT,BTN,0.025398
MNT,BWP,0.003786
MNT,BYN,0.000825
MNT,BZD,0.000565
MNT,CAD,0.000388
MNT,CDF,0.641377
MNT,CHF,0.000224
MNT,CLF,6e-06
MNT,CLP,0.253687
MNT,CNH,0.001974
MNT,CNY,0.001966
MNT,COP,1.060392
MNT,CRC,0.139656
MNT,CUP,0.006781
MNT,CVE,0.026565
MNT,CZK,0.005838
MNT,DJF,0.050217
MNT,DKK,0.001797
MNT,DOP,0.017725
MNT,DZD,0.036434
MNT,EGP,0.013474
MNT,ERN,0.004238
MNT,ETB,0.043677
MNT,EUR,0.000241
MNT,FJD,0.000639
MNT,FKP,0.00021
MNT,FOK,0.001797
MNT,GBP,0.00021
MNT,GEL,0.000758
MNT,GGP,0.00021
MNT,GHS,0.002947
MNT,GIP,0.00021
MNT,GMD,0.020656
MNT,GNF,2.458155
MNT,GTQ,0.002157
MNT,GYD,0.058825
MNT,HKD,0.002201
MNT,HNL,0.007412
MNT,HRK,0.001815
MNT,HTG,0.036846
MNT,HUF,0.092914
MNT,IDR,4.733759
MNT,ILS,0.0009
MNT,IMP,0.00021
MNT,INR,0.025398
MNT,IQD,0.368462
MNT,IRR,11.964109
MNT,ISK,0.035304
MNT,JEP,0.00021
MNT,JMD,0.044669
MNT,JOD,0.0002
MNT,JPY,0.044327
MNT,KES,0.036282
MNT,KGS,0.0246
MNT,KHR,1.127755
MNT,KID,0.000424
MNT,KMF,0.118524
MNT,KRW,0.40918
MNT,KWD,8.6e-05
MNT,KYD,0.000235
MNT,KZT,0.14217
MNT,LAK,6.093987
MNT,LBP,25.289045
MNT,LKR,0.087079
MNT,LRD,0.04998
MNT,LSL,0.004695
MNT,LYD,0.00152
MNT,MAD,0.002566
MNT,MDL,0.004714
MNT,MGA,1.286897
MNT,MKD,0.014755
MNT,MMK,0.591122
MNT,MOP,0.002267
MNT,MRU,0.011202
MNT,MUR,0.012977
MNT,MVR,0.004347
MNT,MWK,0.487759
MNT,MXN,0.005089
MNT,MYR,0.001148
MNT,MZN,0.017974
MNT,NAD,0.004695
MNT,NGN,0.406896
MNT,NIO,0.010346
MNT,NOK,0.002851
MNT,NPR,0.040636
MNT,NZD,0.000491
MNT,OMR,0.000109
MNT,PAB,0.000283
MNT,PEN,0.000946
MNT,PGK,0.001197
MNT,PHP,0.016661
MNT,PKR,0.079247
MNT,PLN,0.001017
MNT,PYG,1.854082
MNT,QAR,0.001029
MNT,RON,0.001223
MNT,RSD,0.028136
MNT,RUB,0.02249
MNT,RWF,0.409377
MNT,SAR,0.00106
MNT,SBD,0.002294
MNT,SCR,0.004071
MNT,SDG,0.152998
MNT,SEK,0.002608
MNT,SGD,0.000364
MNT,SHP,0.00021
MNT,SLE,0.006758
MNT,SLL,6.757839
MNT,SOS,0.160454
MNT,SRD,0.010705
MNT,SSP,1.277427
MNT,STN,0.005902
MNT,SYP,3.094238
MNT,SZL,0.004695
MNT,THB,0.008923
MNT,TJS,0.002588
MNT,TMT,0.000984
MNT,TND,0.000812
MNT,TOP,0.000675
MNT,TRY,0.01215
MNT,TTD,0.001908
MNT,TVD,0.000424
MNT,TWD,0.008864
MNT,TZS,0.692828
MNT,UAH,0.011921
MNT,UGX,1.01953
MNT,USD,0.000283
MNT,UYU,0.011009
MNT,UZS,3.399798
MNT,VES,0.085156
MNT,VND,7.38947
MNT,VUV,0.033555
MNT,WST,0.000778
MNT,XAF,0.158031
MNT,XCD,0.000763
MNT,XCG,0.000506
MNT,XDR,0.000205
MNT,XOF,0.158031
MNT,XPF,0.028749
MNT,YER,0.067031
MNT,ZAR,0.004695
MNT,ZMW,0.006231
MNT,ZWG,0.007341
MNT,ZWL,0.007341
MOP,MOP,1
MOP,AED,0.458121
MOP,AFN,8.184594
MOP,ALL,10.282904
MOP,AMD,47.57922
MOP,ANG,0.223291
MOP,AOA,117.173159
MOP,ARS,181.158842
MOP,AUD,0.186739
MOP,AWG,0.223291
MOP,AZN,0.211936
MOP,BAM,0.207771
MOP,BBD,0.249487
MOP,BDT,15.255292
MOP,BGN,0.207771
MOP,BHD,0.046904
MOP,BIF,369.846357
MOP,BMD,0.124744
MOP,BND,0.16036
MOP,BOB,0.864294
MOP,BRL,0.683251
MOP,BSD,0.124744
MOP,BTN,11.21953
MOP,BWP,1.702314
MOP,BYN,0.364143
MOP,BZD,0.249487
MOP,CAD,0.170944
MOP,CDF,284.284886
MOP,CHF,0.098911
MOP,CLF,0.00285
MOP,CLP,112.66444
MOP,CNH,0.87136
MOP,CNY,0.873236
MOP,COP,469.582266
MOP,CRC,61.924023
MOP,CUP,2.993846
MOP,CVE,11.713637
MOP,CZK,2.572876
MOP,DJF,22.169551
MOP,DKK,0.792529
MOP,DOP,7.864888
MOP,DZD,16.143402
MOP,EGP,5.950608
MOP,ERN,1.871153
MOP,ETB,19.356796
MOP,EUR,0.106243
MOP,FJD,0.283532
MOP,FKP,0.092675
MOP,FOK,0.792521
MOP,GBP,0.092706
MOP,GEL,0.33621
MOP,GGP,0.092675
MOP,GHS,1.305385
MOP,GIP,0.092675
MOP,GMD,9.192254
MOP,GNF,1089.967607
MOP,GTQ,0.956247
MOP,GYD,26.091901
MOP,HKD,0.970874
MOP,HNL,3.289482
MOP,HRK,0.800403
MOP,HTG,16.328408
MOP,HUF,40.912363
MOP,IDR,2083.262207
MOP,ILS,0.39727
MOP,IMP,0.092675
MOP,INR,11.20751
MOP,IQD,163.494312
MOP,IRR,5326.286799
MOP,ISK,15.636352
MOP,JEP,0.092675
MOP,JMD,19.882337
MOP,JOD,0.088443
MOP,JPY,19.55261
MOP,KES,16.081183
MOP,KGS,10.903098
MOP,KHR,501.239142
MOP,KID,0.186792
MOP,KMF,52.262566
MOP,KRW,179.967374
MOP,KWD,0.038275
MOP,KYD,0.103953
MOP,KZT,62.963712
MOP,LAK,2706.562131
MOP,LBP,11164.549081
MOP,LKR,38.625419
MOP,LRD,22.23992
MOP,LSL,2.066721
MOP,LYD,0.674412
MOP,MAD,1.136906
MOP,MDL,2.091421
MOP,MGA,568.569772
MOP,MKD,6.531069
MOP,MMK,261.996961
MOP,MNT,441.015626
MOP,MRU,4.969238
